airpt,value,airpt_lat,airpt_lon
LEMD,535046,40.471926,-3.56264
LEBL,201000,41.2971,2.0784599999999998
EGLL,97427,51.4706,-0.461941
LEZL,69889,37.41799926757813,-5.8931097984313965
LEBB,32559,43.30110168457031,-2.9106099605560303
