airpt,value,airpt_lat,airpt_lon
LEMD,2328795,40.471926,-3.56264
LEPA,1772621,39.551700591999996,2.73881006241
EGKK,1362488,51.148102,-0.190278
LIRF,1319187,41.800277799999996,12.238888900000001
EHAM,1307902,52.308601,4.76389
LFPG,1268090,49.012798,2.55
LEIB,1017497,38.8728981018,1.3731199502899998
LFPO,1017410,48.7233333,2.3794444
EDDF,1016714,50.033333,8.570556
EBBR,893823,50.9014015198,4.48443984985
LEZL,881722,37.41799926757813,-5.8931097984313965
EDDM,775410,48.353802,11.7861
EGLL,745996,51.4706,-0.461941
LEMH,719785,39.86259841918945,4.2186498641967765
LPPT,695810,38.7813,-9.13592
LIMC,686528,45.6306,8.728110000000001
LSZH,646176,47.464698999999996,8.54917
LSGG,639451,46.23809814453125,6.108950138092041
LEMG,595180,36.67490005493164,-4.499110221862793
LEBB,575144,43.30110168457031,-2.9106099605560303
EIDW,560150,53.421299,-6.27007
OMDB,532525,25.252799987800003,55.3643989563
EGSS,509331,51.8849983215,0.23499999940400002
EDDB,502131,52.380001,13.5225
GCXO,495880,28.4827003479,-16.341499328599998
EKCH,455884,55.617900848389,12.656000137328999
EGCC,450266,53.35369873046875,-2.2749500274658203
LOWW,411832,48.110298156738004,16.569700241089002
LEST,410341,42.89630126953125,-8.415140151977539
GCLP,409574,27.931900024414066,-15.38659954071045
EDDL,405529,51.289501,6.766780000000001
LLBG,398607,32.011398315429695,34.88669967651367
LIME,377870,45.673901,9.70417
LTBA,371406,40.976898,28.8146
EGGW,369006,51.87469863891602,-0.36833301186561584
UUEE,364518,55.972599,37.4146
LPPR,347263,41.248100280799996,-8.68138980865
LEGR,342567,37.18870162963867,-3.777359962463379
LFSB,341248,47.59,7.5291667
LEAL,336444,38.28219985961914,-0.5581560134887695
ESSA,327790,59.651901245116996,17.918600082397
KJFK,326580,40.63980103,-73.77890015
EGBB,312447,52.4538993835,-1.7480299472799998
EDDH,310142,53.630401611328004,9.988229751586902
LFLL,309357,45.725556,5.081111
UUDD,305537,55.40879821777344,37.90629959106445
ENGM,301793,60.193901062011996,11.100399971008
LIPZ,292759,45.505299,12.3519
LIPE,276409,44.5354,11.2887
EFHK,275934,60.317199707031,24.963300704956
LEVX,267053,42.2318000793457,-8.62677001953125
EGGP,263544,53.33359909057617,-2.849720001220703
LKPR,262772,50.1008,14.26
LEAS,261934,43.5635986328125,-6.0346198081970215
LFMN,253997,43.658401489300005,7.215869903560001
LHBP,243499,47.429759999999995,19.261093
EDDS,241684,48.6898994446,9.22196006775
EDDK,240931,50.865898132299996,7.1427397728
LROP,236266,44.5711111,26.085
LECO,227093,43.302101,-8.37726
LIRN,217368,40.886002000000005,14.2908
LTFJ,206690,40.898601532,29.3092002869
EDDT,201568,52.5597,13.2877
EPWA,199374,52.1656990051,20.9671001434
LFOB,196737,49.45439910888672,2.1127800941467285
LGAV,195926,37.9364013672,23.944499969499997
LIMF,181494,45.200802,7.64963
EGPH,181122,55.95000076293945,-3.372499942779541
GMMN,180806,33.36750030517578,-7.589970111846924
GCRR,179739,28.945498999999998,-13.6052
LIPH,177389,45.648399,12.1944
SKBO,168029,4.70159,-74.1469
DAAG,165782,36.691001892089844,3.215409994125366
LEVD,163530,41.7061004639,-4.85194015503
LEJR,162851,36.74459838867188,-6.060110092163086
EHRD,155089,51.956902,4.43722
EGGD,151409,51.382702,-2.71909
SBGR,150020,-23.435556411743164,-46.47305679321289
EHEH,148316,51.4500999451,5.374529838559999
KMIA,147326,25.79319953918457,-80.29060363769531
ULLI,141255,59.80030059814453,30.26250076293945
CYYZ,138881,43.6772003174,-79.63059997559999
LIRQ,134257,43.810001,11.2051
UKBB,133217,50.34500122070313,30.89469909667969
LFRS,130095,47.15319824220001,-1.61073005199
LEXJ,129876,43.427101135253906,-3.82000994682312
GCFV,128786,28.452699661254886,-13.863800048828125
KEWR,126223,40.69250106811523,-74.168701171875
SAEZ,122626,-34.8222,-58.5358
LBSF,120985,42.696693420410156,23.411436080932614
LFBD,120966,44.8283004761,-0.7155560255050001
LEAM,118075,36.84389877319336,-2.3701000213623047
GMMX,115969,31.6068992615,-8.036299705510002
GMTT,113792,35.726898193400004,-5.916890144349999
GCTS,106743,28.044500351,-16.5725002289
EDDV,106169,52.461101532,9.68507957458
EYVI,102612,54.634102,25.285801
EGNT,99588,55.037498474121094,-1.6916699409484863
KATL,94276,33.6367,-84.428101
EPMO,93684,52.451099,20.6518
LESO,93014,43.35649871826172,-1.7906099557876587
GMMW,92576,34.988800048799995,-3.0282099247000005
EGNM,91115,53.86589813232422,-1.6605700254440308
EGNX,89456,52.8311004639,-1.32806003094
ESGG,87555,57.662799835205,12.279800415039
EGPK,86940,55.5093994140625,-4.586669921875
KPHL,86117,39.87189865112305,-75.24109649658203
LDDU,83731,42.5614013671875,18.268199920654297
LRCL,79827,46.78519821166992,23.686199188232425
LFML,79419,43.439271921999996,5.22142410278
EVRA,79327,56.92359924316406,23.971099853515625
CYUL,77928,45.4706001282,-73.7407989502
ZBAA,75126,40.0801010131836,116.58499908447266
