airpt_arr,pax2017,airpt_dep,airpt_dep_lat,airpt_dep_lon,airpt_arr_lat,airpt_arr_lon
LEBL,2342016,LEMD,40.471926,-3.56264,41.2971,2.0784599999999998
LEPA,1815589,LEMD,40.471926,-3.56264,39.551700591999996,2.73881006241
GCLP,1510449,LEMD,40.471926,-3.56264,27.931900024414066,-15.38659954071045
LPPT,1427966,LEMD,40.471926,-3.56264,38.7813,-9.13592
EGLL,1382292,LEMD,40.471926,-3.56264,51.4706,-0.461941
GCXO,1380918,LEMD,40.471926,-3.56264,28.4827003479,-16.341499328599998
LFPO,1152677,LEMD,40.471926,-3.56264,48.7233333,2.3794444
LFPG,1105964,LEMD,40.471926,-3.56264,49.012798,2.55
LIRF,1092448,LEMD,40.471926,-3.56264,41.800277799999996,12.238888900000001
EDDF,1048560,LEMD,40.471926,-3.56264,50.033333,8.570556
EGKK,1030072,LEMD,40.471926,-3.56264,51.148102,-0.190278
EHAM,1027876,LEMD,40.471926,-3.56264,52.308601,4.76389
EBBR,965820,LEMD,40.471926,-3.56264,50.9014015198,4.48443984985
EDDM,829426,LEMD,40.471926,-3.56264,48.353802,11.7861
SAEZ,814847,LEMD,40.471926,-3.56264,-34.8222,-58.5358
SKBO,789801,LEMD,40.471926,-3.56264,4.70159,-74.1469
KJFK,778906,LEMD,40.471926,-3.56264,40.63980103,-73.77890015
LEBB,744020,LEMD,40.471926,-3.56264,43.30110168457031,-2.9106099605560303
LEIB,730390,LEMD,40.471926,-3.56264,38.8728981018,1.3731199502899998
MMMX,682053,LEMD,40.471926,-3.56264,19.4363,-99.072098
KMIA,650756,LEMD,40.471926,-3.56264,25.79319953918457,-80.29060363769531
LSZH,622512,LEMD,40.471926,-3.56264,47.464698999999996,8.54917
LECO,621123,LEMD,40.471926,-3.56264,43.302101,-8.37726
LPPR,615217,LEMD,40.471926,-3.56264,41.248100280799996,-8.68138980865
LEST,610820,LEMD,40.471926,-3.56264,42.89630126953125,-8.415140151977539
LIMC,602577,LEMD,40.471926,-3.56264,45.6306,8.728110000000001
LEVX,593826,LEMD,40.471926,-3.56264,42.2318000793457,-8.62677001953125
SBGR,584582,LEMD,40.471926,-3.56264,-23.435556411743164,-46.47305679321289
EIDW,547829,LEMD,40.471926,-3.56264,53.421299,-6.27007
SCEL,532729,LEMD,40.471926,-3.56264,-33.393001556396484,-70.78579711914062
OMDB,526248,LEMD,40.471926,-3.56264,25.252799987800003,55.3643989563
LSGG,520414,LEMD,40.471926,-3.56264,46.23809814453125,6.108950138092041
MUHA,493465,LEMD,40.471926,-3.56264,22.989200592041016,-82.40910339355469
LEAS,479565,LEMD,40.471926,-3.56264,43.5635986328125,-6.0346198081970215
EGSS,475704,LEMD,40.471926,-3.56264,51.8849983215,0.23499999940400002
GCRR,456010,LEMD,40.471926,-3.56264,28.945498999999998,-13.6052
LLBG,441154,LEMD,40.471926,-3.56264,32.011398315429695,34.88669967651367
LROP,440254,LEMD,40.471926,-3.56264,44.5711111,26.085
LIRA,389608,LEMD,40.471926,-3.56264,41.7994,12.5949
MDSD,374501,LEMD,40.471926,-3.56264,18.42970085144,-69.668899536133
LFBO,367919,LEMD,40.471926,-3.56264,43.629101,1.36382
EKCH,360662,LEMD,40.471926,-3.56264,55.617900848389,12.656000137328999
LEVC,342064,LEMD,40.471926,-3.56264,39.4893,-0.481625
EDDL,340312,LEMD,40.471926,-3.56264,51.289501,6.766780000000001
LIPZ,320905,LEMD,40.471926,-3.56264,45.505299,12.3519
LEMG,319287,LEMD,40.471926,-3.56264,36.67490005493164,-4.499110221862793
LIME,315850,LEMD,40.471926,-3.56264,45.673901,9.70417
MMUN,309041,LEMD,40.471926,-3.56264,21.036500930800003,-86.8770980835
GCFV,305208,LEMD,40.471926,-3.56264,28.452699661254886,-13.863800048828125
LEZL,301071,LEMD,40.471926,-3.56264,37.41799926757813,-5.8931097984313965
GMMX,294501,LEMD,40.471926,-3.56264,31.6068992615,-8.036299705510002
LEAL,292291,LEMD,40.471926,-3.56264,38.28219985961914,-0.5581560134887695
GCTS,291527,LEMD,40.471926,-3.56264,28.044500351,-16.5725002289
LIPE,287162,LEMD,40.471926,-3.56264,44.5354,11.2887
LOWW,281143,LEMD,40.471926,-3.56264,48.110298156738004,16.569700241089002
