airpt,value,airpt_lat,airpt_lon
LEMD,837212,40.471926,-3.56264
LEBL,348385,41.2971,2.0784599999999998
LEPA,132327,39.551700591999996,2.73881006241
GCTS,94856,28.044500351,-16.5725002289
LEMG,93221,36.67490005493164,-4.499110221862793
LEAL,81027,38.28219985961914,-0.5581560134887695
EGSS,66696,51.8849983215,0.23499999940400002
GCRR,57374,28.945498999999998,-13.6052
GCLP,55773,27.931900024414066,-15.38659954071045
LERS,40488,41.14739990234375,1.1671700477600098
LIRA,40084,41.7994,12.5949
LEVC,39442,39.4893,-0.481625
LEBB,39197,43.30110168457031,-2.9106099605560303
LFPG,38592,49.012798,2.55
EDFH,36349,49.9487,7.263889999999999
LEZL,26564,37.41799926757813,-5.8931097984313965
GCFV,25799,28.452699661254886,-13.863800048828125
LSZH,25634,47.464698999999996,8.54917
