airpt,value,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEMD,1359373,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
GCLP,655268,LPA,27.931900024414066,-15.38659954071045,Gran Canaria Airport
GCLA,584007,SPC,28.626499,-17.7556,La Palma Airport
LEBL,366789,BCN,41.2971,2.0784599999999998,Barcelona International Airport
LEZL,234088,SVQ,37.41799926757813,-5.8931097984313965,Sevilla Airport
GCRR,233615,ACE,28.945498999999998,-13.6052,Lanzarote Airport
GCFV,178485,FUE,28.452699661254886,-13.863800048828125,Fuerteventura Airport
GCHI,125891,VDE,27.814800262451172,-17.887100219726562,Hierro Airport
LEBB,75016,BIO,43.30110168457031,-2.9106099605560303,Bilbao Airport
EFHK,41931,HEL,60.317199707031,24.963300704956,Helsinki Vantaa Airport
