airpt,value,airpt_lat,airpt_lon
LEPA,472534,39.551700591999996,2.73881006241
LEMD,441200,40.471926,-3.56264
LFPG,247561,49.012798,2.55
LEZL,235322,37.41799926757813,-5.8931097984313965
LEIB,196272,38.8728981018,1.3731199502899998
LSZH,187071,47.464698999999996,8.54917
LIME,182856,45.673901,9.70417
EGKK,169602,51.148102,-0.190278
LIRF,159159,41.800277799999996,12.238888900000001
EHAM,146588,52.308601,4.76389
LFPO,138850,48.7233333,2.3794444
EGSS,131660,51.8849983215,0.23499999940400002
LIRA,128652,41.7994,12.5949
LIPE,113847,44.5354,11.2887
LRBS,107776,44.50320053100586,26.10210037231445
LEMG,105051,36.67490005493164,-4.499110221862793
EBCI,91686,50.459202000000005,4.4538199999999994
LPPR,91541,41.248100280799996,-8.68138980865
LEST,82271,42.89630126953125,-8.415140151977539
LIRP,75014,43.683899,10.3927
LEBB,67730,43.30110168457031,-2.9106099605560303
EDFH,64259,49.9487,7.263889999999999
EBBR,63067,50.9014015198,4.48443984985
LFOB,61089,49.45439910888672,2.1127800941467285
GCTS,57678,28.044500351,-16.5725002289
EDDK,53222,50.865898132299996,7.1427397728
LIBD,52390,41.138901000000004,16.760599
LBSF,50451,42.696693420410156,23.411436080932614
LEBL,50371,41.2971,2.0784599999999998
EGNX,47545,52.8311004639,-1.32806003094
LIMC,41197,45.6306,8.728110000000001
GMMX,40703,31.6068992615,-8.036299705510002
