airpt,value,airpt_lat,airpt_lon
LEBL,1772621,41.2971,2.0784599999999998
LEMD,1687568,40.471926,-3.56264
EDDL,1284850,51.289501,6.766780000000001
EDDK,956468,50.865898132299996,7.1427397728
EDDH,864033,53.630401611328004,9.988229751586902
EDDF,862245,50.033333,8.570556
EGKK,807636,51.148102,-0.190278
EGCC,770465,53.35369873046875,-2.2749500274658203
EDDM,750119,48.353802,11.7861
EDDS,740247,48.6898994446,9.22196006775
EDDT,547414,52.5597,13.2877
LSZH,523992,47.464698999999996,8.54917
EDDV,520304,52.461101532,9.68507957458
LEIB,435467,38.8728981018,1.3731199502899998
LEVC,398798,39.4893,-0.481625
EGSS,371167,51.8849983215,0.23499999940400002
EGBB,360900,52.4538993835,-1.7480299472799998
EKCH,357834,55.617900848389,12.656000137328999
EGNX,345234,52.8311004639,-1.32806003094
ESSA,339925,59.651901245116996,17.918600082397
EGGD,339867,51.382702,-2.71909
EDDN,333716,49.498699,11.078056
LFSB,316051,47.59,7.5291667
EHAM,307983,52.308601,4.76389
EDDB,302813,52.380001,13.5225
EGGW,286058,51.87469863891602,-0.36833301186561584
LOWW,273542,48.110298156738004,16.569700241089002
EGNM,261888,53.86589813232422,-1.6605700254440308
EGNT,260607,55.037498474121094,-1.6916699409484863
LEMH,254006,39.86259841918945,4.2186498641967765
EDLP,252510,51.614101409899995,8.616319656369999
EDDP,244476,51.423889,12.236388999999999
LEZL,231711,37.41799926757813,-5.8931097984313965
EGPF,225678,55.8718986511,-4.43306016922
EBBR,217126,50.9014015198,4.48443984985
LEAL,205837,38.28219985961914,-0.5581560134887695
EGGP,199323,53.33359909057617,-2.849720001220703
EDSB,196669,48.7793998718,8.08049964905
EDDW,195197,53.0475006104,8.78666973114
ENGM,188576,60.193901062011996,11.100399971008
EGPH,184600,55.95000076293945,-3.372499942779541
LFPO,182638,48.7233333,2.3794444
LEMG,176595,36.67490005493164,-4.499110221862793
LSGG,166624,46.23809814453125,6.108950138092041
EDDG,161452,52.134601593,7.68483018875
LEBB,155603,43.30110168457031,-2.9106099605560303
EDLW,152815,51.518299102799986,7.61223983765
LEST,149897,42.89630126953125,-8.415140151977539
EGAA,147590,54.6575012207,-6.21582984924
EDLV,145932,51.6024017334,6.14216995239
EIDW,143570,53.421299,-6.27007
EDFH,142038,49.9487,7.263889999999999
ESGG,140322,57.662799835205,12.279800415039
EDDR,136793,49.2145996094,7.10950994492
LEGR,132657,37.18870162963867,-3.777359962463379
EKBI,131696,55.7402992249,9.15178012848
EGLL,123406,51.4706,-0.461941
EGHH,116895,50.77999877929688,-1.8424999713897705
EDDC,116421,51.1328010559082,13.767200469970705
EHEH,109504,51.4500999451,5.374529838559999
EGFF,108765,51.39670181274414,-3.343329906463623
LIMC,103424,45.6306,8.728110000000001
ELLX,100467,49.6233333,6.204444400000001
UUDD,88756,55.40879821777344,37.90629959106445
LKPR,85297,50.1008,14.26
LOWS,83495,47.793300628699996,13.0043001175
LFRS,78776,47.15319824220001,-1.61073005199
EDNY,77827,47.671298980699994,9.511489868160002
EFHK,77345,60.317199707031,24.963300704956
