airpt_arr,pax2008,airpt_dep,airpt_dep_lat,airpt_dep_lon,airpt_arr_lat,airpt_arr_lon
LEMD,1094729,LEMG,36.67490005493164,-4.499110221862793,40.471926,-3.56264
EGKK,1086611,LEMG,36.67490005493164,-4.499110221862793,51.148102,-0.190278
LEBL,678748,LEMG,36.67490005493164,-4.499110221862793,41.2971,2.0784599999999998
EGCC,670331,LEMG,36.67490005493164,-4.499110221862793,53.35369873046875,-2.2749500274658203
EIDW,479432,LEMG,36.67490005493164,-4.499110221862793,53.421299,-6.27007
EGGW,431058,LEMG,36.67490005493164,-4.499110221862793,51.87469863891602,-0.36833301186561584
LFPG,357297,LEMG,36.67490005493164,-4.499110221862793,49.012798,2.55
EHAM,327043,LEMG,36.67490005493164,-4.499110221862793,52.308601,4.76389
EBBR,305890,LEMG,36.67490005493164,-4.499110221862793,50.9014015198,4.48443984985
EGGP,300904,LEMG,36.67490005493164,-4.499110221862793,53.33359909057617,-2.849720001220703
EGBB,279581,LEMG,36.67490005493164,-4.499110221862793,52.4538993835,-1.7480299472799998
EGNX,266802,LEMG,36.67490005493164,-4.499110221862793,52.8311004639,-1.32806003094
LEPA,265868,LEMG,36.67490005493164,-4.499110221862793,39.551700591999996,2.73881006241
EGSS,257027,LEMG,36.67490005493164,-4.499110221862793,51.8849983215,0.23499999940400002
EKCH,225985,LEMG,36.67490005493164,-4.499110221862793,55.617900848389,12.656000137328999
LEBB,217137,LEMG,36.67490005493164,-4.499110221862793,43.30110168457031,-2.9106099605560303
EGNT,202387,LEMG,36.67490005493164,-4.499110221862793,55.037498474121094,-1.6916699409484863
EGGD,202078,LEMG,36.67490005493164,-4.499110221862793,51.382702,-2.71909
EGPF,201875,LEMG,36.67490005493164,-4.499110221862793,55.8718986511,-4.43306016922
EGAA,188060,LEMG,36.67490005493164,-4.499110221862793,54.6575012207,-6.21582984924
EDDL,185794,LEMG,36.67490005493164,-4.499110221862793,51.289501,6.766780000000001
EDDF,185713,LEMG,36.67490005493164,-4.499110221862793,50.033333,8.570556
EFHK,164100,LEMG,36.67490005493164,-4.499110221862793,60.317199707031,24.963300704956
ENGM,159670,LEMG,36.67490005493164,-4.499110221862793,60.193901062011996,11.100399971008
EGNM,159234,LEMG,36.67490005493164,-4.499110221862793,53.86589813232422,-1.6605700254440308
GEML,155919,LEMG,36.67490005493164,-4.499110221862793,35.279800415,-2.9562599658999997
EGFF,139966,LEMG,36.67490005493164,-4.499110221862793,51.39670181274414,-3.343329906463623
LSZH,137574,LEMG,36.67490005493164,-4.499110221862793,47.464698999999996,8.54917
ESSA,136531,LEMG,36.67490005493164,-4.499110221862793,59.651901245116996,17.918600082397
EGLL,129084,LEMG,36.67490005493164,-4.499110221862793,51.4706,-0.461941
LIRF,127115,LEMG,36.67490005493164,-4.499110221862793,41.800277799999996,12.238888900000001
EGHH,113605,LEMG,36.67490005493164,-4.499110221862793,50.77999877929688,-1.8424999713897705
EDDM,108866,LEMG,36.67490005493164,-4.499110221862793,48.353802,11.7861
LIMC,108352,LEMG,36.67490005493164,-4.499110221862793,45.6306,8.728110000000001
EICK,102373,LEMG,36.67490005493164,-4.499110221862793,51.84130096435547,-8.491109848022461
EGPH,97913,LEMG,36.67490005493164,-4.499110221862793,55.95000076293945,-3.372499942779541
EHRD,90563,LEMG,36.67490005493164,-4.499110221862793,51.956902,4.43722
LSGG,89388,LEMG,36.67490005493164,-4.499110221862793,46.23809814453125,6.108950138092041
EDDH,88512,LEMG,36.67490005493164,-4.499110221862793,53.630401611328004,9.988229751586902
EGCN,83202,LEMG,36.67490005493164,-4.499110221862793,53.4805378105,-1.01065635681
EDDB,75318,LEMG,36.67490005493164,-4.499110221862793,52.380001,13.5225
