airpt_arr,value,airpt_dep,airpt_dep_lat,airpt_dep_lon,airpt_arr_lat,airpt_arr_lon
LEMG,136039,GEML,35.279800415,-2.9562599658999997,36.67490005493164,-4.499110221862793
LEMD,41906,GEML,35.279800415,-2.9562599658999997,40.471926,-3.56264
LEAM,15882,GEML,35.279800415,-2.9562599658999997,36.84389877319336,-2.3701000213623047
