airpt,value,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEMD,28113,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
LEBL,20416,BCN,41.2971,2.0784599999999998,Barcelona International Airport
GCTS,14060,TFS,28.044500351,-16.5725002289,Tenerife South Airport
LEPA,12636,PMI,39.551700591999996,2.73881006241,Palma De Mallorca Airport
