airpt,value,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEMD,758756,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
LEPA,274554,PMI,39.551700591999996,2.73881006241,Palma De Mallorca Airport
LEBL,209920,BCN,41.2971,2.0784599999999998,Barcelona International Airport
LFPO,136864,ORY,48.7233333,2.3794444,Paris-Orly Airport
LIMC,133279,MXP,45.6306,8.728110000000001,Malpensa International Airport
EGKK,85114,LGW,51.148102,-0.190278,London Gatwick Airport
EGLL,78086,LHR,51.4706,-0.461941,London Heathrow Airport
GCTS,61328,TFS,28.044500351,-16.5725002289,Tenerife South Airport
LEBB,60551,BIO,43.30110168457031,-2.9106099605560303,Bilbao Airport
LEIB,60416,IBZ,38.8728981018,1.3731199502899998,Ibiza Airport
LEZL,56624,SVQ,37.41799926757813,-5.8931097984313965,Sevilla Airport
LSZH,33751,ZRH,47.464698999999996,8.54917,Zürich Airport
EHAM,32756,AMS,52.308601,4.76389,Amsterdam Airport Schiphol
EDDM,30146,MUC,48.353802,11.7861,Munich Airport
LEMG,27881,AGP,36.67490005493164,-4.499110221862793,Málaga Airport
