airpt,value,airpt_iata,airpt_lat,airpt_lon,airpt_name
EGSS,124420,STN,51.8849983215,0.23499999940400002,London Stansted Airport
EGNM,100004,LBA,53.86589813232422,-1.6605700254440308,Leeds Bradford Airport
EGKK,99569,LGW,51.148102,-0.190278,London Gatwick Airport
EGNX,87420,EMA,52.8311004639,-1.32806003094,East Midlands Airport
EIDW,83876,DUB,53.421299,-6.27007,Dublin Airport
EGCC,81786,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
EGGP,72885,LPL,53.33359909057617,-2.849720001220703,Liverpool John Lennon Airport
EGGW,72111,LTN,51.87469863891602,-0.36833301186561584,London Luton Airport
EGBB,65254,BHX,52.4538993835,-1.7480299472799998,Birmingham International Airport
EGNT,64496,NCL,55.037498474121094,-1.6916699409484863,Newcastle Airport
LEMD,62608,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
EGGD,53083,BRS,51.382702,-2.71909,Bristol Airport
EGPH,40380,EDI,55.95000076293945,-3.372499942779541,Edinburgh Airport
EGAA,38545,BFS,54.6575012207,-6.21582984924,Belfast International Airport
EBCI,37098,CRL,50.459202000000005,4.4538199999999994,Brussels South Charleroi Airport
EGPK,36386,PIK,55.5093994140625,-4.586669921875,Glasgow Prestwick Airport
LEPA,32142,PMI,39.551700591999996,2.73881006241,Palma De Mallorca Airport
EGHH,28930,BOH,50.77999877929688,-1.8424999713897705,Bournemouth Airport
