airpt_arr,pax2018,airpt_dep,airpt_dep_lat,airpt_dep_lon,airpt_arr_lat,airpt_arr_lon
GCXO,728096,GCLA,28.626499,-17.7556,28.4827003479,-16.341499328599998
GCLP,151030,GCLA,28.626499,-17.7556,27.931900024414066,-15.38659954071045
LEMD,131026,GCLA,28.626499,-17.7556,40.471926,-3.56264
EHAM,45850,GCLA,28.626499,-17.7556,52.308601,4.76389
EDDL,40596,GCLA,28.626499,-17.7556,51.289501,6.766780000000001
EGKK,39745,GCLA,28.626499,-17.7556,51.148102,-0.190278
EDDF,38298,GCLA,28.626499,-17.7556,50.033333,8.570556
LEBL,25258,GCLA,28.626499,-17.7556,41.2971,2.0784599999999998
EDDS,24991,GCLA,28.626499,-17.7556,48.6898994446,9.22196006775
EGCC,23988,GCLA,28.626499,-17.7556,53.35369873046875,-2.2749500274658203
