airpt,value,airpt_lat,airpt_lon
GCXO,463788,28.4827003479,-16.341499328599998
GCLP,87962,27.931900024414066,-15.38659954071045
LEMD,74717,40.471926,-3.56264
EHAM,45757,52.308601,4.76389
EDDM,41500,48.353802,11.7861
EDDL,27879,51.289501,6.766780000000001
EDDF,25993,50.033333,8.570556
EDDS,22507,48.6898994446,9.22196006775
