airpt,value,airpt_lat,airpt_lon
LEMD,971494,40.471926,-3.56264
LEBL,639192,41.2971,2.0784599999999998
LEPA,230151,39.551700591999996,2.73881006241
LFPG,204106,49.012798,2.55
EDDF,181807,50.033333,8.570556
GCTS,172058,28.044500351,-16.5725002289
LEMG,161199,36.67490005493164,-4.499110221862793
EGSS,150762,51.8849983215,0.23499999940400002
GCRR,136740,28.945498999999998,-13.6052
LEZL,98399,37.41799926757813,-5.8931097984313965
LEVC,95081,39.4893,-0.481625
EGLL,82734,51.4706,-0.461941
LIMC,81064,45.6306,8.728110000000001
GCLP,80275,27.931900024414066,-15.38659954071045
EBBR,69450,50.9014015198,4.48443984985
LPPT,51209,38.7813,-9.13592
LEAL,50656,38.28219985961914,-0.5581560134887695
GCXO,49749,28.4827003479,-16.341499328599998
LEST,46192,42.89630126953125,-8.415140151977539
