airpt,value,airpt_lat,airpt_lon
LEMG,155919,36.67490005493164,-4.499110221862793
LEMD,73843,40.471926,-3.56264
LEGR,20972,37.18870162963867,-3.777359962463379
LEAM,20505,36.84389877319336,-2.3701000213623047
LEBL,15047,41.2971,2.0784599999999998
