airpt_arr,pax2015,airpt_dep,airpt_dep_lat,airpt_dep_lon,airpt_arr_lat,airpt_arr_lon
LIRP,130995,LEGE,41.901000976999995,2.7605500221,43.683899,10.3927
EDLV,99402,LEGE,41.901000976999995,2.7605500221,51.6024017334,6.14216995239
EHEH,86106,LEGE,41.901000976999995,2.7605500221,51.4500999451,5.374529838559999
EBCI,85952,LEGE,41.901000976999995,2.7605500221,50.459202000000005,4.4538199999999994
EDFH,76033,LEGE,41.901000976999995,2.7605500221,49.9487,7.263889999999999
EHAM,74985,LEGE,41.901000976999995,2.7605500221,52.308601,4.76389
LIEE,74071,LEGE,41.901000976999995,2.7605500221,39.251499,9.05428
GMMX,62788,LEGE,41.901000976999995,2.7605500221,31.6068992615,-8.036299705510002
LFOB,60906,LEGE,41.901000976999995,2.7605500221,49.45439910888672,2.1127800941467285
EGGD,59544,LEGE,41.901000976999995,2.7605500221,51.382702,-2.71909
EDSB,58722,LEGE,41.901000976999995,2.7605500221,48.7793998718,8.08049964905
EGSS,56168,LEGE,41.901000976999995,2.7605500221,51.8849983215,0.23499999940400002
EGCC,51800,LEGE,41.901000976999995,2.7605500221,53.35369873046875,-2.2749500274658203
LIEA,48711,LEGE,41.901000976999995,2.7605500221,40.632099,8.29077
EGGW,46761,LEGE,41.901000976999995,2.7605500221,51.87469863891602,-0.36833301186561584
EDDW,44840,LEGE,41.901000976999995,2.7605500221,53.0475006104,8.78666973114
EDJA,42478,LEGE,41.901000976999995,2.7605500221,47.9888000488,10.2395000458
EGHH,41975,LEGE,41.901000976999995,2.7605500221,50.77999877929688,-1.8424999713897705
LEPA,38415,LEGE,41.901000976999995,2.7605500221,39.551700591999996,2.73881006241
LZIB,37796,LEGE,41.901000976999995,2.7605500221,48.17020034790039,17.212699890136722
EPWR,35693,LEGE,41.901000976999995,2.7605500221,51.10269927979999,16.885799408
GMME,33808,LEGE,41.901000976999995,2.7605500221,34.051497999999995,-6.751519999999999
EIDW,31933,LEGE,41.901000976999995,2.7605500221,53.421299,-6.27007
EKBI,31206,LEGE,41.901000976999995,2.7605500221,55.7402992249,9.15178012848
EPKK,29008,LEGE,41.901000976999995,2.7605500221,50.077702,19.7848
EHRD,26790,LEGE,41.901000976999995,2.7605500221,51.956902,4.43722
LIBP,25324,LEGE,41.901000976999995,2.7605500221,42.431702,14.1811
EETN,24851,LEGE,41.901000976999995,2.7605500221,59.41329956049999,24.8327999115
EHBK,23300,LEGE,41.901000976999995,2.7605500221,50.911701,5.7701400000000005
LICT,22818,LEGE,41.901000976999995,2.7605500221,37.9114,12.488
LMML,20929,LEGE,41.901000976999995,2.7605500221,35.857498,14.4775
EGKK,20657,LEGE,41.901000976999995,2.7605500221,51.148102,-0.190278
EDLW,20311,LEGE,41.901000976999995,2.7605500221,51.518299102799986,7.61223983765
