airpt,value,airpt_lat,airpt_lon
LEBL,827676,41.2971,2.0784599999999998
LEPA,283162,39.551700591999996,2.73881006241
LEMD,264210,40.471926,-3.56264
EGKK,188318,51.148102,-0.190278
LFPO,183489,48.7233333,2.3794444
GCLP,175070,27.931900024414066,-15.38659954071045
LEBB,158014,43.30110168457031,-2.9106099605560303
GCXO,156013,28.4827003479,-16.341499328599998
LIRF,155429,41.800277799999996,12.238888900000001
EGSS,131173,51.8849983215,0.23499999940400002
LFPG,130489,49.012798,2.55
LIME,127881,45.673901,9.70417
LEVC,125082,39.4893,-0.481625
EBCI,123759,50.459202000000005,4.4538199999999994
EHAM,107179,52.308601,4.76389
LIPE,76933,44.5354,11.2887
LFOB,69471,49.45439910888672,2.1127800941467285
LEST,69195,42.89630126953125,-8.415140151977539
LECO,65795,43.302101,-8.37726
GCRR,60803,28.945498999999998,-13.6052
LPPT,53537,38.7813,-9.13592
LFBO,51877,43.629101,1.36382
LFML,45673,43.439271921999996,5.22142410278
LSGG,40804,46.23809814453125,6.108950138092041
LEIB,40727,38.8728981018,1.3731199502899998
