airpt,value,airpt_lat,airpt_lon
EGCC,681371,53.35369873046875,-2.2749500274658203
EGKK,550851,51.148102,-0.190278
EGBB,316418,52.4538993835,-1.7480299472799998
LEMD,297876,40.471926,-3.56264
EDDL,233985,51.289501,6.766780000000001
EGPF,228117,55.8718986511,-4.43306016922
EGNX,205556,52.8311004639,-1.32806003094
EBBR,205490,50.9014015198,4.48443984985
EHAM,186913,52.308601,4.76389
EDDF,186647,50.033333,8.570556
EGGW,164400,51.87469863891602,-0.36833301186561584
EGNT,158716,55.037498474121094,-1.6916699409484863
EFHK,154598,60.317199707031,24.963300704956
EGSS,153164,51.8849983215,0.23499999940400002
EGGD,152445,51.382702,-2.71909
EDDH,141038,53.630401611328004,9.988229751586902
EBCI,134946,50.459202000000005,4.4538199999999994
EGNM,128561,53.86589813232422,-1.6605700254440308
LEBL,117189,41.2971,2.0784599999999998
EDDT,114223,52.5597,13.2877
EDDM,111289,48.353802,11.7861
ENGM,110949,60.193901062011996,11.100399971008
EGPH,110919,55.95000076293945,-3.372499942779541
EIDW,105520,53.421299,-6.27007
EDDS,104581,48.6898994446,9.22196006775
ESSA,103043,59.651901245116996,17.918600082397
EKCH,99762,55.617900848389,12.656000137328999
EDDK,94929,50.865898132299996,7.1427397728
LEST,93175,42.89630126953125,-8.415140151977539
EDDV,92915,52.461101532,9.68507957458
EKBI,87959,55.7402992249,9.15178012848
UUDD,83806,55.40879821777344,37.90629959106445
